8135398
7582051
7113190
6744892
8090598,8140358
7441196
8311945
7693768
7062749,7603674
6436989
7890366
6673381,5194611
6044062
8231804,4992605
7056712,7351410,7655226,6537785
7899234
8219445
7752142
5490216,5291598,5199066,5956505,5509070,5077660
8283505,8304588,4349628,6374180
7627528
7774280,5892900,6389538,6327652,8001053,5260999,5634012
7877269,4567359,7124088
7023913,6069655,5200818
8118221,5629980,7942317,8061598,5530235,8033458,5915019
7566537,7057026,8158346,7566517,6664079
5424944
7977575,4935467,7663061,3209064,5399813,7339116,3888710,6222130,2058046,5789711
6981007,5848415,5903881
6451300,3962418,6974569
5639697,6501420,5636133,4916514,5441915,5981384,5265378
5817364
7698196
8515820
6563529,6097393,5563650,6346938,6903763
7057026,5547839,6664079
5412730
7904326
5949438
8213578,6594346,6603835,6181736,5809112,7319740,7003082,7555104,5909482,5163081,6233314
8088575,7713698,7270951,4804748,5547839,7790869
5620723,4285384,5417913,5061175,3677682,2711561,2916768,4874309,2976569,5624695,7670536
7139736,6963859,7225160,7269576,5588146,7523072,7359884
8155679,8438055,8452646,8671012,8636608,8457670,8620736,7664516
8457670,8438055,8452646,8671012,8636608,8155679,8620736,7664516
8318430,7332277
7899492
7956978
8065352,6732120,7499946,7092957
7806905
6421724
8266000
7930068,6712287
7051002
7567937
8140358,5438312,5243530,7228211,5465079,4651157,6957133,5210854,5446757
9203956
8179014,3432708,5043619
6625582
6422291
8121331
8146077
6871325,6348850,8146077,6982733
7734752
8408598,6454286,8408343,8181992,6129165
7772209
7314163
7994609,7286071,6903918,7439570,6737698,7238981
7942317,5629980,8118221,8061598,5530235,8033458,5915019
7072849
8768840
7122935,3432708,5043619
5837311
8027883,7818214,6804660
7840437
7065637,5841654,7093005,6779016,5394522
6294475
8214246
6110593,5352712,5416880,4904051,4900126
7191299,5649152,6799258,6691245,6785789,6931558,5835953,7093086
6948021,6157974,6757748
7542035,6243099,5903782,8077176
8438608
5495607
7761387
8305840
5544417,4498237
7178020,4554418
8843141
8304588,8283505,4349628
8364295,8401682,5969283
6163775,5404510,5201046,5745755,5181162,6151604,5133068,5463774,5226158,5463724,5729730,5615362
6411941
5590403
5434562
7095917,5524153,5903687,6430332,5177348,5420946,4838631,6246657,6798729
7953667
6162974
6443094,1398596,1415318,3765373
8374901
8209389
6584306
6888661
8396808
6678442
8424795
8286561,5948685,6872441
7945539,5649196,5475826
6314409
6430332,6798729,5524153,5903687,5177348,5748812,4838631,5290275,7095917
5924080
8738435
7516154
6918014
7765128
6115737
8645212
7904360
7356498,6405180,7980457,8266044
7712683,6021776,7131603
8189566
9215310
8352317
8095413,5761674,6444557,5381332
5530874
8799059
7516192,5704029,5827180,5367667,7587469
6670905,6252544,7999905,6204798,7999721
6888204,4980307,6444533,4027380,5872387
8195415,7888017
6502135
8013884,6629792,5423619,5676910
6034419,6034019
7359782
7912740,8468038,7333939,8200513
5664110
7523072,7359884,6963859,7139736,7225160,7269576
8036788
7693783
7909641
7110936,6785668,5572650,6851107,5937064,6356285
8744963
6961508,5416880,7171103,5664041
5997915,5194611
7159587
7860744
6985922
8041626
5995947
7584167
8572279
7839926
5965183
8370583,8312226,6667700,8069225
6007575,5693088,5423851,5423745
7340506
8635150,8352357,7930237,8521642
7783556
8346618
8152788
8020765
6418419,7024387,5101353
5845000,6553130,5214408
7117165
7827119
6724403,6278448,6456334,6832355,5432932
8434282,3241662,8381473,6298624
7273168,6456984
8180489,6023769,6657546
7499872,7653572,7899704
6306141
6006227
7945544,5649196
6658464,6557054
6716830
8336772
6963826
8212094,5093535,4992605,5705722
8904405
7655226,7351410,7056712
5572576
7783523
6513058,6516236
7783489
8051011,7590602,8195578,5915023,2221399
6766304
8671057
8217902
8408343,6454286,8408598,6129165
6286045
7797717
7806360,4572458,3102702,7802749,5624082
7810144
7908172
8224381,7580005
7849361
8352357,8635150,7930237,8521642
8464767,7624938
5972401
8185408,7333937
7505592
7603674,7062749
7269576,6963859,7139736,7225160,7523072,7359884
8474183
7566960,6970362,6891258,6002168,6319829,6469908,6730540,6423570
5686738
8158346,4772691,5547839,6664079
7424520
6675151
7945860
8402281,5606610,6321201,5050213
7685055
8731977
8285678
7162549,6199122
8379801,7428702,7881441,6567503
7856375
7590602,8051011,5715402,5915023,8195578,2221399
7986426,5872569,6771381
5949880
8313023
7485968
5704914,4261357,5088984,5098395,4468224,5697914
6258540
7003082,8213578,6594346,6603835,6181736,5724405,7319740,7555104,5909482,6233314
9075849
7663061,6222130,2058046,5789711,7339116,2071417
7813996
7461353,7831926
7949662
8583556
7134994
7783021
8452646,8671012,8457670,8155679,8636608,8620736
7925981
8268299,8323630,8388941
6029111,5193064,5684476,5416712
8041805
6526426
7357891
8601154,5740549,7035914,5850517,5323148
7631191,5475756,5606609,6018724
6702719,4828257,5782639,6050924,5527239,6053844
6240376,6132109
7333937,8185408
8095461
7124088,4567359,7877269
7818247
7976060
8646093
6404480
7670536,7080978,5417913,5620723,5753153,6210144,2916768,5624695
9300792
8423402
5841115
8606658
7202776
7558807
8266515
6612985
6611349,6321231,6738155
8346894,8037158,5778178,5987500,8346892,8108492
5969324
6883446,4192241
7194468
8176267,7518879,5404485
6415280,7949662,7945539,8099420,7802310,8001096,7945544,5978791,5649196,6928442
5576951
7418504
5936541
7298271
8326763
6834282
6999938
7555104,8213578,6594346,6603835,6181736,5809112,7319740,7003082,5909482,6233314
7668730
7062683
8224913
8346637
7499946,8065352,5966135,7092957
6581065,5822539,5764906,5495606,5935207,5815830,6092074
5544352,5832494,6233571
8381573,7934577
5862511
7254682
5743190
7493979
5909482,8213578,6594346,6603835,5982853,5809112,5289523,7319740,7003082,7555104,5553119,5163081,6233314
8756155
7389241
6970183,6323897,6697103
6772132
6151604,5201046,5745755,6163775,5181162,5133068,5463774,5226158,5463724,5729730,5615362
7490091
7577867
7194698
7930237,8352357,8635150,5960411,8521642
7544094,7147509,5297458
6635196,7153555
7856430
8086529
6515018
7697102
6871048
5895468
6384850,6871325,8146077,6982733
8468038,7912740,8200513
5816918
6778074,2711153,6515596,6633811,3980041
7356482
8380611
7334720
6046076,4681718
6996538
6218930,6115468
6935337
8161104
7346768
5411797,5478650
8062968,6970362,6730540,6002168,6319829,6469908,7566960,6891258
6233314,8213578,6594346,6603835,5163081,5809112,7319740,7003082,7555104,5553119,5909482
8515791
5191573,5966440,4682248
8285607
8266044,7356498,7980457
7664516,8438055,8452646,8626608,8671012,8155679,8457670,8620736
5910988,5602933,6032137,5373550,5412730
7980457,6405180,7356498,8266044
7831926,7461353
5414426
8301466
8402115,5909545,7502838,6687745,5768510,6076166,6362836
8473452
7171103,5416880,6961508,5664041
8370211
8719090
6002393
9053494
8001053
6704621
8239451,6108703,8326924,6185598
5339352
8444874,6783691
7921211
8251997,4545374,5015247,4917704,5192327,5569290
8589182
7092957,8065352,7499946,5966135
8068204
6054337
7783403
8195578,7590602,8051011,5715402,5915023,2221399
7633673,7286587
8200513,7912740,8468038
7840420,5827180,5331549,5471382,5263123
8077176,6243099,7542035,5903782
7477284,6665003,5737491
8145268,7580005
7483856
8019479,4767280,4473338,6468042,4021700,6354805,5819848
5746775,5094661,4456589,5002566
6455138
8061598,5629980,8118221,7942317,5530235,8033458,5915019
6438526
6624843
6438306,5416880,5219896,5664041
6791298
8881027
8296076
7733371,6069655,6697103
6339666,5352712,4900126
8018348
7577578
6771381,7986426,5499108
6328766,5925119
8489420
8326924,8239451
6950807
5894017
7731558,2703393,4096379,5020253,3289149,2440661,1552227,2657369,5018980,4223377,5778579,3418438,1642064,6019486,3696548,2731614,7080927,3626360,6241371,5409403,8371894
7512563
5478650
8361497
6209259,5019564,3698133,4065287
8052583
8098600
8036988,7840486,6422462,5826243
7351410,7655226,7056712
6669981,5820918,6605751,3092552,5848995,2396514
6947882
7267828,6605751,5820918,2396514,5731083,5681579,4538603,3092552,4551490,5848995
7752535
7135641,5670748,5796046,6150612,6441308,6248954
6738155,6321231,6611349
5825891,5812819,5416842
8294677
8083997
8838074
6600497
6237916
8361156,5860973,8623088
8330738
8527407
6603835,8213578,6594346,7117152,7003082,6181736,5724405,5809112,5327479,7319740,5982853,7555104,5432837,5909482,5163081,6233314
7424438
7461049
5518989
6594346,8213578,6603835,5809112,7319740,5815196,7003082,7555104,5909482,5553119,6233314
7516177
8464302
7630802,5157610,5513107
6323255,4849462,5554785,4900126,5664041
5632545,5170271,5108172,5537436,5779334,5287131,5264951,5313234,5692821,5136397,6266037
8001096
6193520,5775995,5735744,5547202,5489103,4999806
8019501,4849894,5400018
6953703
7713698,7270951,8088575,4804748,5547839,7790869
7383223
7650210,4675675,5400018,5157610,4926331
6771970,6243039
7349837
6105013
7412416
7614398
8036916
6216691
6799084
6974569,6451300
7335996
7518879,6829672,7352601
6963859,7225160,7269576,5588146,7139736,7523072,7359884
5678042
8079413,5224540,4595052,7350582,6708768,4437516,8496052,8459346
8220959
7254621,6670968
7107612
7417354,3432708,5043619
8273183,3321787,3936899,4100641
7516287
9203870
6092074,5822539,5495606,5935207,6112202,5815830,6581065
5893071
8401682,8364295,5969283
7860131
7792749
8676609
5796411
5832494,6233571,5544494,5544352
6607803,7047705
8353647
8298123,4828257,5702323
7603382
8285648
7010508
5793302,4868877,4993068
7990018,7122935,7141906,8179014,3432708,5043619,3864803,7417354
